Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
8534,CA-2019-156748,30/11/19,06/12/19,Standard Class,BS-11755,Bruce Stewart,Consumer,Detroit,Michigan,Central,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,389.97,3,0,35.0973
8563,CA-2019-123540,02/04/19,06/04/19,Second Class,DJ-13420,Denny Joy,Corporate,Milwaukee,Wisconsin,Central,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,1454.9,5,0,378.274
8892,CA-2019-162159,16/09/19,18/09/19,First Class,CR-12625,Corey Roper,Home Office,Columbus,Georgia,South,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",121.78,2,0,30.445
9033,CA-2020-105823,22/06/20,26/06/20,Standard Class,RB-19465,Rick Bensley,Home Office,Detroit,Michigan,Central,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",487.96,2,0,146.388
9163,CA-2019-160108,08/12/19,12/12/19,Standard Class,AG-10900,Arthur Gainer,Consumer,Eau Claire,Wisconsin,Central,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,680.01,3,0,176.8026
9263,CA-2018-124499,09/10/18,13/10/18,Standard Class,FM-14380,Fred McMath,Consumer,Detroit,Michigan,Central,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,389.97,3,0,35.0973
9370,CA-2020-113460,07/11/20,09/11/20,Second Class,KN-16390,Katherine Nockton,Corporate,Clinton,Maryland,East,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,272.97,3,0,43.6752
9463,US-2020-109610,25/11/20,30/11/20,Second Class,BS-11590,Brendan Sweed,Corporate,Louisville,Kentucky,South,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,701.96,2,0,168.4704
9894,US-2019-115441,25/07/19,28/07/19,Second Class,SH-19975,Sally Hughsby,Corporate,Milwaukee,Wisconsin,Central,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,403.56,4,0,96.8544
9948,CA-2020-121559,01/06/20,03/06/20,Second Class,HW-14935,Helen Wasserman,Corporate,Indianapolis,Indiana,Central,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,1925.88,6,0,539.2464
124,CA-2019-103730,12/06/19,15/06/19,First Class,SC-20725,Steven Cartwright,Consumer,Wilmington,Delaware,East,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7,0,19.7316
453,CA-2019-166674,01/04/19,03/04/19,Second Class,RB-19360,Raymond Buch,Consumer,Auburn,New York,East,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,35.12,4,0,9.1312
534,CA-2019-168753,29/05/19,01/06/19,Second Class,RL-19615,Rob Lucas,Consumer,Montgomery,Alabama,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979.95,5,0,274.386
832,CA-2020-129462,16/06/20,21/06/20,Second Class,JE-15745,Joel Eaton,Consumer,Florence,Kentucky,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,191.98,2,0,51.8346
833,CA-2020-129462,16/06/20,21/06/20,Second Class,JE-15745,Joel Eaton,Consumer,Florence,Kentucky,South,TEC-PH-10002085,Technology,Phones,Clarity 53712,65.99,1,0,17.1574
894,CA-2020-133256,26/06/20,27/06/20,First Class,TH-21550,Tracy Hopkins,Home Office,Detroit,Michigan,Central,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,543.92,8,0,135.98
1150,CA-2018-112452,04/04/18,04/04/18,Same Day,NC-18340,Nat Carroll,Consumer,Lansing,Michigan,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,10.95,1,0,0.438
1264,CA-2019-155992,01/10/19,02/10/19,First Class,CC-12220,Chris Cortes,Consumer,La Porte,Indiana,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,69.9,2,0,18.873
1281,CA-2019-160815,05/09/19,06/09/19,First Class,TR-21325,Toby Ritter,Consumer,Cedar Rapids,Iowa,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,278.4,3,0,80.736
1299,CA-2019-134425,08/12/19,12/12/19,Second Class,QJ-19255,Quincy Jones,Corporate,Saint Paul,Minnesota,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,5,0,2.299
1389,US-2019-108504,05/02/19,05/02/19,Same Day,PP-18955,Paul Prost,Home Office,Smyrna,Georgia,South,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3,0,28.3095
1390,US-2019-108504,05/02/19,05/02/19,Same Day,PP-18955,Paul Prost,Home Office,Smyrna,Georgia,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,484.83,3,0,126.0558
1538,CA-2020-121888,15/09/20,17/09/20,Second Class,CL-11890,Carl Ludwig,Consumer,Everett,Massachusetts,East,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,39.99,1,0,11.5971
1697,CA-2018-156335,25/09/18,28/09/18,Second Class,PO-19195,Phillina Ober,Home Office,Bayonne,New Jersey,East,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,104.98,2,0,52.49
1809,CA-2019-164938,11/02/19,13/02/19,First Class,PB-19210,Phillip Breyer,Corporate,Tulsa,Oklahoma,Central,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,69.93,7,0,0.6993
1831,CA-2020-145884,21/10/20,21/10/20,Same Day,SL-20155,Sara Luxemburg,Home Office,Muskogee,Oklahoma,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,1439.92,8,0,374.3792
1860,CA-2018-121608,03/09/18,05/09/18,First Class,JB-15400,Jennifer Braxton,Corporate,Bristol,Connecticut,East,TEC-PH-10004959,Technology,Phones,Classic Ivory Antique Telephone ZL1810,100.49,1,0,25.1225
1902,CA-2019-151141,20/08/19,23/08/19,First Class,DW-13480,Dianna Wilson,Home Office,Detroit,Michigan,Central,TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",14.78,2,0,3.9906
1919,CA-2018-123673,30/10/18,01/11/18,Second Class,CH-12070,Cathy Hwang,Home Office,Detroit,Michigan,Central,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,299.9,2,0,74.975
2593,CA-2020-128300,24/11/20,26/11/20,Second Class,RS-19765,Roland Schwarz,Corporate,Summerville,South Carolina,South,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,79.1,2,0,39.55
2915,CA-2018-134747,12/10/18,17/10/18,Second Class,DL-12925,Daniel Lacy,Consumer,Noblesville,Indiana,Central,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,135.72,3,0,35.2872
2917,CA-2018-134747,12/10/18,17/10/18,Second Class,DL-12925,Daniel Lacy,Consumer,Noblesville,Indiana,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,263.96,4,0,71.2692
3054,CA-2019-128517,09/04/19,14/04/19,Second Class,SW-20350,Sean Wendt,Home Office,Detroit,Michigan,Central,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,517.9,2,0,134.654
3063,CA-2018-145184,27/11/18,29/11/18,First Class,JD-16150,Justin Deggeller,Corporate,Newark,Delaware,East,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,83.97,3,0,23.5116
3090,US-2020-159205,31/03/20,02/04/20,Second Class,DB-12910,Daniel Byrd,Home Office,Henderson,Kentucky,South,TEC-PH-10000526,Technology,Phones,Vtech CS6719,671.93,7,0,188.1404
3344,CA-2019-145982,27/08/19,01/09/19,Second Class,TB-21055,Ted Butterfield,Consumer,Quincy,Massachusetts,East,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,59.97,3,0,28.7856
3523,CA-2019-114482,21/11/19,25/11/19,Second Class,DM-13345,Denise Monton,Corporate,Des Moines,Iowa,Central,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,404.94,3,0,109.3338
3527,CA-2020-148922,10/12/20,15/12/20,Second Class,SU-20665,Stephanie Ulpright,Home Office,Jackson,Mississippi,South,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,38.97,3,0,0.7794
3662,CA-2019-155005,13/06/19,15/06/19,Second Class,SC-20050,Sample Company A,Home Office,Jackson,Michigan,Central,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,377.97,3,0,94.4925
3737,CA-2019-115476,17/03/19,17/03/19,Same Day,VM-21835,Vivian Mathis,Consumer,Newark,Delaware,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98,2,0,62.3904
3887,CA-2019-167759,03/03/19,08/03/19,Second Class,CC-12670,Craig Carreira,Consumer,Bloomington,Indiana,Central,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,134.85,3,0,37.758
4074,US-2018-164308,24/09/18,27/09/18,First Class,SC-20680,Steve Carroll,Home Office,Broken Arrow,Oklahoma,Central,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,821.94,6,0,213.7044
4243,CA-2019-159142,04/04/19,05/04/19,First Class,ME-17320,Maria Etezadi,Home Office,Springfield,Virginia,South,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,3,0,5.9988
4362,US-2020-163195,17/02/20,21/02/20,Second Class,LL-16840,Lauren Leatherbury,Consumer,Lafayette,Louisiana,South,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,29.16,3,0,8.4564
4425,CA-2020-159464,18/05/20,19/05/20,First Class,TB-21355,Todd Boyes,Corporate,Sandy Springs,Georgia,South,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,34.75,5,0,15.6375
4427,CA-2020-159464,18/05/20,19/05/20,First Class,TB-21355,Todd Boyes,Corporate,Sandy Springs,Georgia,South,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,55.98,2,0,15.6744
4811,CA-2018-151589,27/12/18,30/12/18,First Class,RE-19450,Richard Eichhorn,Consumer,Eau Claire,Wisconsin,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,239.9,2,0,71.97
4925,CA-2020-114055,25/12/20,29/12/20,Second Class,MH-18115,Mick Hernandez,Home Office,Huntsville,Alabama,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,90.48,2,0,23.5248
4967,CA-2018-122406,02/08/18,05/08/18,Second Class,BE-11455,Brad Eason,Home Office,Providence,Rhode Island,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,128.85,3,0,3.8655
5040,CA-2018-136469,11/07/18,12/07/18,First Class,TS-21370,Todd Sumrall,Corporate,Wilmington,Delaware,East,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,716,2,0,193.32
5060,CA-2019-109722,05/12/19,07/12/19,Second Class,TP-21130,Theone Pippenger,Consumer,Georgetown,Kentucky,South,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98,2,0,195.9944
5065,CA-2020-122196,22/09/20,24/09/20,First Class,CA-12265,Christina Anderson,Consumer,Wilmington,Delaware,East,TEC-PH-10004977,Technology,Phones,GE 30524EE4,391.98,2,0,113.6742
5223,CA-2020-117401,18/05/20,22/05/20,Second Class,PP-18955,Paul Prost,Home Office,Springfield,Missouri,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,5,0,2.299
5414,CA-2019-153157,11/09/19,14/09/19,First Class,TB-21625,Trudy Brown,Consumer,Wichita,Kansas,Central,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,224.75,5,0,62.93
5595,CA-2020-160325,24/09/20,24/09/20,Same Day,BP-11095,Bart Pistole,Corporate,Lawrence,Massachusetts,East,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,391.98,2,0,109.7544
5596,CA-2020-160325,24/09/20,24/09/20,Same Day,BP-11095,Bart Pistole,Corporate,Lawrence,Massachusetts,East,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85,3,0,131.355
5717,CA-2018-124107,09/10/18,12/10/18,Second Class,BM-11650,Brian Moss,Corporate,Ann Arbor,Michigan,Central,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,29.16,3,0,8.4564
6268,CA-2018-115392,01/10/18,04/10/18,Second Class,RM-19675,Robert Marley,Home Office,Cambridge,Massachusetts,East,TEC-PH-10002496,Technology,Phones,Cisco SPA301,311.98,2,0,93.594
6346,CA-2018-146255,07/03/18,10/03/18,First Class,EM-14140,Eugene Moren,Home Office,Newark,Delaware,East,TEC-PH-10001619,Technology,Phones,LG G3,587.97,3,0,170.5113
6578,CA-2018-153752,06/12/18,11/12/18,Second Class,RO-19780,Rose O'Brian,Consumer,Arlington,Virginia,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,173.94,6,0,50.4426
6854,US-2020-162670,23/12/20,28/12/20,Second Class,MF-18250,Monica Federle,Corporate,Little Rock,Arkansas,South,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",494.97,3,0,148.491
6978,US-2019-119298,25/11/19,28/11/19,First Class,EP-13915,Emily Phan,Consumer,Jonesboro,Arkansas,South,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,59.98,2,0,17.994
6992,CA-2018-109386,08/11/18,13/11/18,Second Class,RH-19600,Rob Haberlin,Consumer,Hampton,Virginia,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,226.2,5,0,58.812
7457,CA-2018-137974,16/04/18,18/04/18,First Class,LL-16840,Lauren Leatherbury,Consumer,Waynesboro,Virginia,South,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,569.64,2,0,148.1064
7492,US-2020-118598,16/11/20,16/11/20,Same Day,CM-12190,Charlotte Melton,Consumer,Utica,New York,East,TEC-PH-10002583,Technology,Phones,iOttie HLCRIO102 Car Mount,119.94,6,0,5.997
7758,CA-2020-112844,13/11/20,16/11/20,Second Class,SP-20620,Stefania Perrino,Corporate,Buffalo,New York,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,4,0,12.208
7987,CA-2019-137939,20/07/19,23/07/19,Second Class,PJ-19015,Pauline Johnson,Consumer,Long Beach,New York,East,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,89.95,5,0,43.176
8063,CA-2019-132997,07/11/19,09/11/19,First Class,LW-17215,Luke Weiss,Consumer,Rochester,New York,East,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,263.96,4,0,71.2692
8064,CA-2019-132997,07/11/19,09/11/19,First Class,LW-17215,Luke Weiss,Consumer,Rochester,New York,East,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,359.97,3,0,100.7916
8393,CA-2019-142594,01/12/19,06/12/19,Second Class,EJ-14155,Eva Jacobs,Consumer,Franklin,Massachusetts,East,TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 - speaker phone,137.94,3,0,35.8644
8510,CA-2018-135853,11/12/18,14/12/18,First Class,CA-12775,Cynthia Arntzen,Consumer,Detroit,Michigan,Central,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,125.99,1,0,31.4975
8802,CA-2019-140935,10/11/19,12/11/19,First Class,AB-10015,Aaron Bergman,Consumer,Oklahoma City,Oklahoma,Central,TEC-PH-10000562,Technology,Phones,Samsung Convoy 3,221.98,2,0,62.1544
8815,CA-2018-144274,23/11/18,25/11/18,Second Class,PW-19240,Pierre Wener,Consumer,Wilmington,Delaware,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2,0,89.3142
8890,CA-2019-147256,17/10/19,21/10/19,Second Class,FC-14245,Frank Carlisle,Home Office,Columbia,Missouri,Central,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,449.97,3,0,220.4853
8899,CA-2018-163237,07/08/18,09/08/18,Second Class,EM-14095,Eudokia Martin,Corporate,Springfield,Virginia,South,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",494.97,3,0,148.491
9569,CA-2020-104388,05/07/20,07/07/20,First Class,DK-12835,Damala Kotsonis,Corporate,Fremont,Nebraska,Central,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,79.96,4,0,22.3888
9728,CA-2020-167395,02/12/20,04/12/20,First Class,KM-16720,Kunst Miller,Consumer,Lowell,Massachusetts,East,TEC-PH-10004977,Technology,Phones,GE 30524EE4,979.95,5,0,284.1855
9758,CA-2020-113705,27/03/20,29/03/20,Second Class,LC-16870,Lena Cacioppo,Consumer,Richmond,Virginia,South,TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone,206.1,5,0,55.647
9893,US-2019-115441,25/07/19,28/07/19,Second Class,SH-19975,Sally Hughsby,Corporate,Milwaukee,Wisconsin,Central,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,297.55,5,0,83.314
49,CA-2019-169194,20/06/19,25/06/19,Standard Class,LH-16900,Lena Hernandez,Consumer,Dover,Delaware,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0,6.104
148,CA-2019-114489,05/12/19,09/12/19,Standard Class,JE-16165,Justin Ellison,Corporate,Franklin,Wisconsin,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,11,0,103.8015
149,CA-2019-114489,05/12/19,09/12/19,Standard Class,JE-16165,Justin Ellison,Corporate,Franklin,Wisconsin,Central,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,3,0,5.9988
160,CA-2019-114104,20/11/19,24/11/19,Standard Class,NP-18670,Nora Paige,Consumer,Edmond,Oklahoma,Central,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,944.93,7,0,236.2325
208,CA-2020-135860,01/12/20,07/12/20,Standard Class,JH-15985,Joseph Holt,Consumer,Saginaw,Michigan,Central,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98,2,0,35.6346
714,US-2020-100048,19/05/20,24/05/20,Standard Class,RS-19765,Roland Schwarz,Corporate,Mount Vernon,New York,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2,0,89.3142
772,CA-2020-104220,30/01/20,05/02/20,Standard Class,BV-11245,Benjamin Venier,Corporate,Des Moines,Iowa,Central,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,207,3,0,51.75
847,CA-2018-114300,13/10/18,17/10/18,Standard Class,AF-10885,Art Foster,Consumer,Louisville,Kentucky,South,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,83.72,7,0,23.4416
910,CA-2020-137596,02/09/20,07/09/20,Standard Class,BE-11335,Bill Eplett,Home Office,Jackson,Michigan,Central,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,1199.8,4,0,323.946
1179,CA-2019-113621,01/12/19,05/12/19,Standard Class,JE-15745,Joel Eaton,Consumer,Rockville,Maryland,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,179.97,3,0,44.9925
1253,CA-2018-154956,04/07/18,09/07/18,Standard Class,IM-15070,Irene Maddox,Consumer,Milwaukee,Wisconsin,Central,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,1099.96,4,0,285.9896
1305,US-2020-126179,03/07/20,07/07/20,Standard Class,CS-12460,Chuck Sachs,Consumer,Columbus,Georgia,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,287.97,3,0,77.7519
1401,CA-2019-159212,01/11/19,05/11/19,Standard Class,KM-16375,Katherine Murray,Home Office,Salem,Virginia,South,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0,6.104
1787,CA-2020-166317,22/09/20,26/09/20,Standard Class,JE-15610,Jim Epp,Corporate,Milwaukee,Wisconsin,Central,TEC-PH-10001615,Technology,Phones,AT&T CL82213,86.97,3,0,25.2213
1788,CA-2018-154326,15/02/18,19/02/18,Standard Class,RP-19855,Roy Phan,Corporate,Kenosha,Wisconsin,Central,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,134.97,3,0,64.7856
1789,CA-2018-154326,15/02/18,19/02/18,Standard Class,RP-19855,Roy Phan,Corporate,Kenosha,Wisconsin,Central,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98,2,0,195.9944
1967,CA-2020-165841,21/12/20,28/12/20,Standard Class,DB-13210,Dean Braden,Consumer,Paterson,New Jersey,East,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,281.97,3,0,78.9516
2047,CA-2019-131835,17/07/19,21/07/19,Standard Class,MC-17590,Matt Collister,Corporate,Perth Amboy,New Jersey,East,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,597,3,0,280.59
2190,CA-2020-143063,10/08/20,15/08/20,Standard Class,IL-15100,Ivan Liston,Consumer,Columbus,Indiana,Central,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,1454.49,9,0,378.1674
2256,CA-2019-164091,17/09/19,22/09/19,Standard Class,LA-16780,Laura Armstrong,Corporate,Bangor,Maine,East,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85,3,0,131.355
2284,CA-2018-153108,05/03/18,09/03/18,Standard Class,SF-20200,Sarah Foster,Consumer,New Castle,Indiana,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,23.92,2,0,6.6976
2291,CA-2018-149342,20/04/18,25/04/18,Standard Class,TS-21160,Theresa Swint,Corporate,Columbus,Georgia,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,287.97,3,0,77.7519
2441,CA-2019-146934,22/05/19,27/05/19,Standard Class,AF-10870,Art Ferguson,Consumer,Passaic,New Jersey,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,345,5,0,86.25
2446,CA-2019-146934,22/05/19,27/05/19,Standard Class,AF-10870,Art Ferguson,Consumer,Passaic,New Jersey,East,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,257.98,2,0,74.8142
2523,CA-2019-124352,15/10/19,21/10/19,Standard Class,CD-12790,Cynthia Delaney,Home Office,Oklahoma City,Oklahoma,Central,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,5.5,1,0,1.375
2597,CA-2020-149048,13/05/20,17/05/20,Standard Class,BM-11650,Brian Moss,Corporate,Columbus,Indiana,Central,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,587.97,3,0,158.7519
2684,CA-2020-127026,21/01/20,27/01/20,Standard Class,MH-18115,Mick Hernandez,Home Office,Jackson,Michigan,Central,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99,1,0,49.497
2736,CA-2018-115798,13/11/18,19/11/18,Standard Class,KL-16645,Ken Lonsdale,Consumer,Newark,Delaware,East,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,377.97,3,0,94.4925
2739,CA-2018-115798,13/11/18,19/11/18,Standard Class,KL-16645,Ken Lonsdale,Consumer,Newark,Delaware,East,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,89.98,2,0,43.1904
2783,CA-2019-139878,11/11/19,16/11/19,Standard Class,LD-17005,Lisa DeCherney,Consumer,Detroit,Michigan,Central,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,257.98,2,0,74.8142
2860,CA-2020-138975,19/05/20,23/05/20,Standard Class,SC-20380,Shahid Collister,Consumer,Atlanta,Georgia,South,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,377.97,3,0,98.2722
2896,CA-2020-139913,23/10/20,29/10/20,Standard Class,JC-16105,Julie Creighton,Corporate,Rochester,New York,East,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,35.88,3,0,10.0464
3083,US-2020-132297,27/05/20,02/06/20,Standard Class,DW-13480,Dianna Wilson,Home Office,Louisville,Kentucky,South,TEC-PH-10002834,Technology,Phones,Google Nexus 5,539.97,3,0,134.9925
3092,CA-2019-112123,03/03/19,08/03/19,Standard Class,BH-11710,Brosina Hoffman,Consumer,Newark,Delaware,East,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,479.95,5,0,129.5865
3188,CA-2020-159352,12/03/20,17/03/20,Standard Class,KB-16585,Ken Black,Corporate,Lowell,Massachusetts,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,69.93,7,0,32.1678
3376,CA-2018-161718,04/12/18,10/12/18,Standard Class,SO-20335,Sean O'Donnell,Consumer,Hempstead,New York,East,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,39.96,4,0,10.3896
3732,CA-2018-109575,18/09/18,23/09/18,Standard Class,KH-16630,Ken Heidel,Corporate,Clinton,Maryland,East,TEC-PH-10000730,Technology,Phones,Samsung Galaxy S4 Active,499.99,1,0,129.9974
3733,CA-2018-109575,18/09/18,23/09/18,Standard Class,KH-16630,Ken Heidel,Corporate,Clinton,Maryland,East,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,1259.93,7,0,327.5818
3739,CA-2019-133340,09/12/19,13/12/19,Standard Class,LH-17155,Logan Haushalter,Consumer,Jackson,Michigan,Central,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",10.9,1,0,3.052
